symbol,price
LTCUPUSDT,0.48010000
LTCDOWNUSDT,2.22790000
LENDBKRW,579.46000000
SXPEUR,0.26540000
CREAMBNB,0.07230000
CREAMBUSD,19.86000000
UNIBNB,0.02950000
UNIBTC,0.00020990
UNIBUSD,4.58000000
UNIUSDT,14.37000000
NBSBTC,0.00000031
NBSUSDT,0.00166000
OXTBTC,0.00000233
OXTUSDT,0.16000000
SUNBTC,0.00071100
SUNUSDT,0.01676400
AVAXBNB,0.08855000
AVAXBTC,0.00063030
AVAXBUSD,38.99000000
AVAXUSDT,43.14000000
HNTBTC,0.00023570
HNTUSDT,4.67000000
BAKEBNB,0.00089380
BURGERBNB,0.00153600
SXPBIDR,19956.00
LINKBKRW,16948.99000000
FLMBNB,0.00333000
FLMBTC,0.00000193
FLMBUSD,0.23210000
FLMUSDT,0.13140000
SCRTBTC,0.00001019
SCRTETH,0.00016400
CAKEBNB,0.00752300
CAKEBUSD,1.54000000
SPARTABNB,0.00006570
UNIUPUSDT,1.05500000
UNIDOWNUSDT,2.17200000
ORNBTC,0.00002936
ORNUSDT,2.00600000
TRXNGN,20.71000000
SXPTRY,16.76700000
UTKBTC,0.00000172
UTKUSDT,0.11760000
XVSBNB,0.02811000
XVSBTC,0.00020060
XVSBUSD,7.03000000
XVSUSDT,13.67000000
ALPHABNB,0.00029900
ALPHABTC,0.00000264
ALPHABUSD,0.07710000
ALPHAUSDT,0.18080000
VIDTBTC,0.00000069
VIDTBUSD,0.02305000
AAVEBNB,0.27610000
BTCBRL,345100.00000000
USDTBRL,5.04600000
AAVEBTC,0.00197000
AAVEETH,0.03449000
AAVEBUSD,93.00000000
AAVEUSDT,134.43000000
AAVEBKRW,164167.00000000
NEARBNB,0.01265100
NEARBTC,0.00008974
NEARBUSD,2.24900000
NEARUSDT,6.14100000
SXPUPUSDT,0.17426000
SXPDOWNUSDT,0.08950000
DOTBKRW,13514.98000000
SXPGBP,0.40800000
FILBNB,0.02312000
FILBTC,0.00016480
FILBUSD,4.55400000
FILUSDT,11.28200000
FILUPUSDT,0.15150000
FILDOWNUSDT,0.00076660
YFIUPUSDT,0.11690000
YFIDOWNUSDT,0.90090000
INJBNB,0.08505000
INJBTC,0.00060430
INJBUSD,25.46400000
INJUSDT,41.36000000
AERGOBTC,0.00000257
AERGOBUSD,0.10030000
LINKEUR,18.32600000
ONEBUSD,0.01505000
EASYETH,0.00623000
AUDIOBTC,0.00000465
AUDIOBUSD,0.15270000
AUDIOUSDT,0.31760000
CTKBNB,0.00190300
CTKBTC,0.00001353
CTKBUSD,0.53400000
CTKUSDT,0.92580000
BCHUPUSDT,0.07240000
BCHDOWNUSDT,0.22470000
BOTBTC,0.04906000
BOTBUSD,2783.23000000
ETHBRL,19790.91000000
DOTEUR,9.86100000
AKROBTC,0.00000013
AKROUSDT,0.00792000
KP3RBNB,0.20250000
KP3RBUSD,45.39000000
AXSBNB,0.02546000
AXSBTC,0.00018170
AXSBUSD,5.88000000
AXSUSDT,12.39800000
HARDBNB,0.00059200
HARDBTC,0.00000357
HARDBUSD,0.10910000
HARDUSDT,0.24550000
BNBBRL,2457.00000000
LTCEUR,81.01000000
RENBTCBTC,0.99310000
RENBTCETH,16.29900000
DNTBUSD,0.03600000
DNTUSDT,0.03600000
SLPETH,0.00000187
ADAEUR,0.67250000
LTCNGN,78132.00000000
CVPETH,0.00032000
CVPBUSD,0.34300000
STRAXBTC,0.00002305
STRAXETH,0.00031880
STRAXBUSD,0.47100000
STRAXUSDT,1.57700000
FORBTC,0.00000049
FORBUSD,0.01703000
UNFIBNB,0.02654000
UNFIBTC,0.00012070
UNFIBUSD,7.81500000
UNFIUSDT,8.27500000
FRONTETH,0.00033040
FRONTBUSD,0.33220000
BCHABUSD,43.64100000
ROSEBTC,0.00000260
ROSEBUSD,0.06826000
ROSEUSDT,0.17754000
AVAXTRY,1415.10000000
BUSDBRL,4.99100000
AVAUSDT,0.89770000
SYSBUSD,0.08180000
XEMUSDT,0.05383000
HEGICETH,0.00001647
HEGICBUSD,0.02120000
AAVEUPUSDT,0.60080000
AAVEDOWNUSDT,0.00467300
PROMBNB,0.01443000
PROMBUSD,4.42400000
XRPBRL,3.14300000
XRPNGN,214.17000000
SKLBTC,0.00000151
SKLBUSD,0.02150000
SKLUSDT,0.10294000
BCHEUR,395.70000000
YFIEUR,4835.00000000
ZILBIDR,253.40
SUSDBTC,0.00002065
SUSDETH,0.00052700
SUSDUSDT,0.99600000
COVERETH,0.06373000
COVERBUSD,193.60000000
GLMBTC,0.00001008
GLMETH,0.00015020
GHSTETH,0.00081750
GHSTBUSD,0.95700000
SUSHIUPUSDT,0.00471400
SUSHIDOWNUSDT,37.37000000
XLMUPUSDT,0.02430000
XLMDOWNUSDT,4.30400000
LINKBRL,101.04000000
LINKNGN,11772.00000000
LTCRUB,6383.10000000
TRXTRY,4.46210000
XLMEUR,0.13000000
DFETH,0.00007020
DFBUSD,0.03600000
GRTBTC,0.00000578
GRTETH,0.00010075
GRTUSDT,0.39640000
JUVBTC,0.00013770
JUVBUSD,2.06500000
JUVUSDT,2.87200000
PSGBTC,0.00006930
PSGBUSD,3.01900000
PSGUSDT,5.23200000
BUSDBVND,23720.00
USDTBVND,23710.00
1INCHBTC,0.00000919
1INCHUSDT,0.62920000
REEFBTC,0.00000014
REEFUSDT,0.00315800
OGBTC,0.00008790
OGUSDT,5.99300000
ATMBTC,0.00009440
ATMUSDT,3.25200000
ASRBTC,0.00013390
ASRUSDT,3.05100000
CELOBTC,0.00001790
CELOUSDT,1.22500000
RIFBTC,0.00000376
RIFUSDT,0.25770000
CHZTRY,5.08100000
XLMTRY,4.67000000
LINKGBP,13.17300000
GRTEUR,0.36230000
BTCSTBTC,0.00033100
BTCSTBUSD,1.16000000
BTCSTUSDT,5.35000000
TRUBTC,0.00000124
TRUBUSD,0.53570000
TRUUSDT,0.08511000
DEXEETH,0.00137800
DEXEBUSD,2.10000000
EOSEUR,0.76200000
LTCBRL,445.90000000
USDCBUSD,0.99990000
TUSDBUSD,0.99660000
PAXBUSD,1.00000000
CKBBTC,0.00000015
CKBBUSD,0.00265000
CKBUSDT,0.02205200
TWTBTC,0.00002256
TWTBUSD,0.79240000
TWTUSDT,1.54500000
FIROBTC,0.00003104
FIROETH,0.00133300
FIROUSDT,2.12700000
BETHETH,0.99960000
DOGEEUR,0.15319000
DOGETRY,5.48100000
DOGEAUD,0.09449000
DOGEBRL,0.84350000
DOTNGN,10716.00000000
PROSETH,0.00021600
LITBTC,0.00002261
LITBUSD,0.81200000
LITUSDT,1.54700000
BTCVAI,56876.40000000
BUSDVAI,1.01500000
SFPBTC,0.00001190
SFPBUSD,0.59920000
SFPUSDT,0.81590000
DOGEGBP,0.07759000
DOTTRY,352.90000000
FXSBTC,0.00013854
FXSBUSD,6.96400000
DODOBTC,0.00000401
DODOBUSD,0.12330000
DODOUSDT,0.27410000
FRONTBTC,0.00001148
EASYBTC,0.00029250
CAKEBTC,0.00005350
CAKEUSDT,3.66300000
BAKEBUSD,0.14260000
UFTETH,0.00016940
UFTBUSD,0.20610000
1INCHBUSD,0.25190000
BANDBUSD,1.53900000
GRTBUSD,0.10520000
IOSTBUSD,0.00700000
OMGBUSD,0.46600000
REEFBUSD,0.00139400
ACMBTC,0.00009050
ACMBUSD,2.07300000
ACMUSDT,2.66600000
AUCTIONBTC,0.00040020
AUCTIONBUSD,8.04000000
PHABTC,0.00000277
PHABUSD,0.10340000
DOTGBP,3.01500000
ADATRY,24.06000000
ADABRL,3.70100000
ADAGBP,0.51300000
TVKBTC,0.00000145
TVKBUSD,0.02043000
BADGERBTC,0.00008773
BADGERBUSD,2.07900000
BADGERUSDT,6.00000000
FISBTC,0.00001068
FISBUSD,0.24380000
FISUSDT,0.73530000
DOTBRL,54.07000000
ADAAUD,0.50540000
HOTTRY,0.13200000
EGLDEUR,63.38000000
OMBTC,0.00000444
OMBUSD,0.01891000
OMUSDT,0.30540000
PONDBTC,0.00000047
PONDBUSD,0.00936000
PONDUSDT,0.03163000
DEGOBTC,0.00004301
DEGOBUSD,1.34700000
DEGOUSDT,2.96400000
AVAXEUR,39.53000000
BTTTRY,0.03783000
CHZBRL,0.78080000
UNIEUR,4.85600000
ALICEBTC,0.00003127
ALICEBUSD,0.72600000
ALICEUSDT,2.14600000
CHZBUSD,0.07460000
CHZEUR,0.14209000
CHZGBP,0.05720000
BIFIBNB,2.77700000
BIFIBUSD,359.60000000
LINABTC,0.00000021
LINABUSD,0.01013100
LINAUSDT,0.01423900
ADARUB,34.49000000
ENJBRL,1.32800000
ENJEUR,0.19460000
MATICEUR,1.04390000
NEOTRY,573.50000000
PERPBTC,0.00002422
PERPBUSD,0.54698000
PERPUSDT,1.66097000
RAMPBTC,0.00000273
RAMPBUSD,0.05210000
RAMPUSDT,0.05240000
SUPERBTC,0.00002262
SUPERBUSD,0.07270000
SUPERUSDT,1.54830000
CFXBTC,0.00000480
CFXBUSD,0.15400000
CFXUSDT,0.32880000
ENJGBP,0.36760000
EOSTRY,39.95000000
LTCGBP,63.56000000
LUNAEUR,0.00006000
RVNTRY,0.93100000
THETAEUR,0.61400000
XVGBUSD,0.00365100
EPSBTC,0.00000499
EPSBUSD,0.16790000
EPSUSDT,0.16790000
AUTOBTC,0.00324000
AUTOBUSD,95.10000000
AUTOUSDT,95.30000000
TKOBTC,0.00000750
TKOBIDR,3360.00
TKOBUSD,0.20820000
TKOUSDT,0.51470000
PUNDIXETH,0.00016660
PUNDIXUSDT,0.68250000
BTTBRL,0.01553000
BTTEUR,0.00243600
HOTEUR,0.00178900
WINEUR,0.00018180
TLMBTC,0.00000042
TLMBUSD,0.00941000
TLMUSDT,0.02839000
1INCHUPUSDT,0.06570300
1INCHDOWNUSDT,0.00614800
BTGBUSD,17.62000000
BTGUSDT,17.65000000
HOTBUSD,0.00105800
BNBUAH,22094.00000000
ONTTRY,11.66400000
VETEUR,0.04548000
VETGBP,0.01430000
WINBRL,0.00100100
MIRBTC,0.00000838
MIRBUSD,0.13237000
MIRUSDT,0.14168000
BARBTC,0.00014100
BARBUSD,2.53300000
BARUSDT,3.07800000
FORTHBTC,0.00007513
FORTHBUSD,3.02700000
FORTHUSDT,5.15500000
CAKEGBP,2.71400000
DOGERUB,6.94000000
HOTBRL,0.03750000
WRXEUR,0.57460000
EZBTC,0.00001351
EZETH,0.00017500
BAKEUSDT,0.43770000
BURGERBUSD,0.32080000
BURGERUSDT,0.81950000
SLPBUSD,0.00148700
SLPUSDT,0.00734700
TRXAUD,0.09810000
TRXEUR,0.12471000
VETTRY,1.62890000
SHIBUSDT,0.00003466
SHIBBUSD,0.00000931
ICPBTC,0.00022360
ICPBNB,0.03142000
ICPBUSD,3.89700000
ICPUSDT,15.28500000
SHIBEUR,0.00003176
SHIBRUB,0.00057730
ETCEUR,20.00000000
ETCBRL,202.40000000
DOGEBIDR,955.00
ARBTC,0.00062650
ARBNB,0.02183000
ARBUSD,3.85200000
ARUSDT,42.85100000
POLSBTC,0.00001859
POLSBNB,0.00265000
POLSBUSD,0.25670000
POLSUSDT,0.99970000
MDXBTC,0.00000119
MDXBNB,0.00061900
MDXBUSD,0.06440000
MDXUSDT,0.08102000
MASKBNB,0.01028000
MASKBUSD,3.58700000
MASKUSDT,5.00700000
LPTBTC,0.00034330
LPTBNB,0.04841000
LPTBUSD,6.16000000
LPTUSDT,23.51200000
ETHUAH,177013.00000000
MATICBRL,5.74900000
SOLEUR,134.02000000
SHIBBRL,0.00017466
AGIXBTC,0.00001928
ICPEUR,13.97900000
MATICGBP,0.81900000
SHIBTRY,0.00113616
MATICBIDR,8382.00
MATICRUB,76.47000000
NUBTC,0.00001240
NUBNB,0.00126770
NUBUSD,0.54530000
NUUSDT,0.54360000
XVGUSDT,0.00598100
RLCBUSD,1.78300000
CELRBUSD,0.01148000
ATMBUSD,2.42000000
ZENBUSD,7.19000000
FTMBUSD,0.42180000
THETABUSD,0.61600000
WINBUSD,0.00006940
KAVABUSD,0.62400000
XEMBUSD,0.09630000
ATABTC,0.00000237
ATABNB,0.00036900
ATABUSD,0.07920000
ATAUSDT,0.16170000
GTCBTC,0.00003355
GTCBNB,0.01860000
GTCBUSD,0.95200000
GTCUSDT,2.29700000
TORNBTC,0.00023980
TORNBNB,0.09058000
TORNBUSD,1.69000000
TORNUSDT,4.06000000
MATICTRY,37.37400000
ETCGBP,26.54000000
SOLGBP,88.08000000
BAKEBTC,0.00000640
COTIBUSD,0.03732000
KEEPBTC,0.00001432
KEEPBNB,0.00145070
KEEPBUSD,0.62600000
KEEPUSDT,0.62510000
SOLTRY,4795.20000000
RUNEGBP,1.27800000
SOLBRL,737.30000000
SCBUSD,0.00366400
CHRBUSD,0.10850000
STMXBUSD,0.00585100
HNTBUSD,1.22800000
FTTBUSD,1.13000000
DOCKBUSD,0.01527000
ADABIDR,3965.00
ERNBNB,0.00669000
ERNBUSD,1.47100000
ERNUSDT,4.92900000
KLAYBTC,0.00000424
KLAYBNB,0.00061800
KLAYBUSD,0.13540000
KLAYUSDT,0.28960000
RUNEEUR,3.76200000
MATICAUD,1.21410000
DOTRUB,493.50000000
UTKBUSD,0.05610000
IOTXBUSD,0.02148000
PHAUSDT,0.18960000
SOLRUB,5467.00000000
RUNEAUD,17.40400000
BUSDUAH,41.12000000
BONDBTC,0.00006264
BONDBNB,0.02969000
BONDBUSD,4.26200000
BONDUSDT,4.29000000
MLNBTC,0.00035220
MLNBNB,0.09880000
MLNBUSD,15.73000000
MLNUSDT,24.27000000
GRTTRY,12.99700000
CAKEBRL,69.72000000
ICPRUB,4589.00000000
DOTAUD,6.63100000
AAVEBRL,1792.00000000
EOSAUD,6.55500000
DEXEUSDT,10.28600000
LTOBUSD,0.05590000
ADXBUSD,0.13340000
QUICKBTC,0.00000124
QUICKBNB,0.42200000
QUICKBUSD,74.10000000
C98USDT,0.44300000
C98BUSD,0.13430000
C98BNB,0.00080500
C98BTC,0.00000649
CLVBTC,0.00000123
CLVBNB,0.00026430
CLVBUSD,0.03282000
CLVUSDT,0.08421000
QNTBTC,0.00179400
QNTBNB,0.40150000
QNTBUSD,85.50000000
QNTUSDT,122.60000000
FLOWBTC,0.00002069
FLOWBNB,0.00247400
FLOWBUSD,0.51300000
FLOWUSDT,1.41600000
XECBUSD,0.00003100
AXSBRL,38.36000000
AXSAUD,8.66000000
TVKUSDT,0.05405000
MINABTC,0.00001979
MINABNB,0.00166600
MINABUSD,0.37790000
MINAUSDT,1.35430000
RAYBNB,0.00283300
RAYBUSD,0.17010000
RAYUSDT,1.38000000
FARMBTC,0.00075100
FARMBNB,0.15150000
FARMBUSD,21.12000000
FARMUSDT,55.85000000
ALPACABTC,0.00000367
ALPACABNB,0.00094400
ALPACABUSD,0.14390000
ALPACAUSDT,0.24890000
TLMTRY,0.93120000
QUICKUSDT,0.08534000
ORNBUSD,0.55190000
MBOXBTC,0.00000810
MBOXBNB,0.00114000
MBOXBUSD,0.20900000
MBOXUSDT,0.55490000
VGXBTC,0.00002524
VGXETH,0.00034800
FORUSDT,0.03310000
REQUSDT,0.15020000
GHSTUSDT,1.22500000
TRURUB,2.98000000
FISBRL,1.78100000
WAXPUSDT,0.09491000
WAXPBUSD,0.04170000
WAXPBNB,0.00017060
WAXPBTC,0.00000139
TRIBEBTC,0.00000743
TRIBEBNB,0.00143100
TRIBEBUSD,0.20570000
TRIBEUSDT,0.20180000
GNOUSDT,428.20000000
GNOBUSD,304.10000000
GNOBNB,0.86500000
GNOBTC,0.00562400
ARPATRY,2.52000000
PROMBTC,0.00021000
MTLBUSD,1.35300000
OGNBUSD,0.11290000
XECUSDT,0.00006893
C98BRL,1.30800000
SOLAUD,28.48000000
XRPBIDR,7835.00
POLYBUSD,0.27000000
ELFUSDT,0.67880000
DYDXUSDT,4.37700000
DYDXBUSD,3.77100000
DYDXBNB,0.00897400
DYDXBTC,0.00006405
ELFBUSD,0.34030000
POLYUSDT,0.26960000
IDEXUSDT,0.08449000
VIDTUSDT,0.04683000
SOLBIDR,311087.00
AXSBIDR,72500.00
BTCUSDP,19435.03000000
ETHUSDP,1344.37000000
BNBUSDP,282.09000000
USDPBUSD,1.00000000
USDPUSDT,0.99770000
GALAUSDT,0.05378000
GALABUSD,0.02957000
GALABNB,0.00011022
GALABTC,0.00000078
FTMBIDR,3413.00
ALGOBIDR,20095.00
CAKEAUD,25.61000000
KSMAUD,234.80000000
WAVESRUB,1190.49000000
SUNBUSD,0.00544000
ILVUSDT,145.03000000
ILVBUSD,39.06000000
ILVBNB,0.17900000
ILVBTC,0.00211700
RENBUSD,0.04539800
YGGUSDT,0.84150000
YGGBUSD,0.40530000
YGGBNB,0.00068700
YGGBTC,0.00001229
STXBUSD,0.67560000
SYSUSDT,0.28440000
DFUSDT,0.05978000
SOLUSDC,146.48000000
ARPARUB,4.92800000
LTCUAH,3191.00000000
FETBUSD,0.49150000
ARPABUSD,0.04660000
LSKBUSD,0.84400000
AVAXBIDR,266752.00
ALICEBIDR,29103.00
FIDAUSDT,0.49260000
FIDABUSD,0.17820000
FIDABNB,0.00543000
FIDABTC,0.00000723
DENTBUSD,0.00070700
FRONTUSDT,0.78660000
CVPUSDT,0.60790000
AGLDBTC,0.00002550
AGLDBNB,0.00190000
AGLDBUSD,0.82700000
AGLDUSDT,1.74200000
RADBTC,0.00003605
RADBNB,0.01032000
RADBUSD,1.32100000
RADUSDT,2.47700000
UNIAUD,34.47000000
HIVEBUSD,0.27580000
STPTBUSD,0.04185000
BETABTC,0.00000159
BETABNB,0.00033500
BETABUSD,0.06354000
BETAUSDT,0.10888000
SHIBAUD,0.00001121
RAREBTC,0.00000243
RAREBNB,0.00069100
RAREBUSD,0.05960000
RAREUSDT,0.16640000
AVAXBRL,217.10000000
AVAXAUD,17.91000000
LUNAAUD,0.00009000
TROYBUSD,0.00226900
AXSETH,0.00316100
FTMETH,0.00020200
SOLETH,0.03724000
SSVBTC,0.00053260
SSVETH,0.00928600
LAZIOTRY,100.14000000
LAZIOEUR,2.54800000
LAZIOBTC,0.00004459
LAZIOUSDT,3.05400000
CHESSBTC,0.00000453
CHESSBNB,0.00188500
CHESSBUSD,0.12000000
CHESSUSDT,0.31020000
FTMAUD,0.42000000
FTMBRL,1.92300000
SCRTBUSD,0.26290000
ADXUSDT,0.25720000
AUCTIONUSDT,27.39000000
CELOBUSD,0.47000000
FTMRUB,36.85000000
NUAUD,0.76900000
NURUB,41.13000000
REEFTRY,0.10377000
REEFBIDR,162.00
SHIBDOGE,0.00020710
DARUSDT,0.24560000
DARBUSD,0.07995000
DARBNB,0.00037248
DARBTC,0.00000358
BNXBTC,0.00000642
BNXBNB,0.00122700
BNXBUSD,0.27430000
BNXUSDT,0.43860000
RGTUSDT,14.44000000
RGTBTC,0.00037960
RGTBUSD,14.46000000
RGTBNB,0.03997000
LAZIOBUSD,1.64400000
OXTBUSD,0.05130000
MANATRY,24.83000000
ALGORUB,12.60000000
SHIBUAH,0.00079300
LUNABIDR,0.88
AUDUSDC,0.64770000
MOVRBTC,0.00034180
MOVRBNB,0.15520000
MOVRBUSD,3.69000000
MOVRUSDT,23.42100000
CITYBTC,0.00006030
CITYBNB,0.01454000
CITYBUSD,2.96400000
CITYUSDT,3.88200000
ENSBTC,0.00037060
ENSBNB,0.03091000
ENSBUSD,6.96000000
ENSUSDT,25.36000000
SANDETH,0.00018940
DOTETH,0.00274200
MATICETH,0.00029010
ANKRBUSD,0.01906000
SANDTRY,24.37000000
MANABRL,1.66100000
KP3RUSDT,94.71000000
QIUSDT,0.02358000
QIBUSD,0.00507000
QIBNB,0.00009910
QIBTC,0.00000035
PORTOBTC,0.00004523
PORTOUSDT,3.10300000
PORTOTRY,101.92000000
PORTOEUR,2.71500000
POWRUSDT,0.38890000
POWRBUSD,0.15040000
AVAXETH,0.01102000
SLPTRY,0.24070000
FISTRY,8.87000000
LRCTRY,11.88000000
CHRETH,0.00010450
FISBIDR,9124.00
VGXUSDT,0.13540000
GALAETH,0.00001372
JASMYUSDT,0.02278900
JASMYBUSD,0.00359300
JASMYBNB,0.00001767
JASMYBTC,0.00000017
AMPBTC,0.00000010
AMPBNB,0.00003999
AMPBUSD,0.00142900
AMPUSDT,0.00524600
PLABTC,0.00000465
PLABNB,0.00069680
PLABUSD,0.14770000
PLAUSDT,0.23470000
PYRBTC,0.00015280
PYRBUSD,3.90300000
PYRUSDT,10.36800000
RNDRBTC,0.00016890
RNDRUSDT,11.55900000
RNDRBUSD,3.04000000
ALCXBTC,0.00051510
ALCXBUSD,10.73000000
ALCXUSDT,35.33000000
SANTOSBTC,0.00011789
SANTOSUSDT,8.05900000
SANTOSBRL,20.00000000
SANTOSTRY,264.84000000
MCBTC,0.00001400
MCBUSD,0.26570000
MCUSDT,0.48610000
BELTRY,31.01000000
COCOSBUSD,1.75890000
DENTTRY,0.07216000
ENJTRY,20.20000000
NEORUB,734.00000000
SANDAUD,0.63590000
SLPBIDR,32.30
ANYBTC,0.00026020
ANYBUSD,12.33000000
ANYUSDT,12.30000000
BICOBTC,0.00000852
BICOBUSD,0.25140000
BICOUSDT,0.58230000
FLUXBTC,0.00001657
FLUXBUSD,0.32650000
FLUXUSDT,1.13480000
ALICETRY,70.39000000
FXSUSDT,9.49800000
GALABRL,0.27170000
GALATRY,1.76370000
LUNATRY,37.05000000
REQBUSD,0.06330000
SANDBRL,1.80700000
MANABIDR,10781.00
SANDBIDR,6598.00
VOXELBTC,0.00000593
VOXELBNB,0.00069340
VOXELBUSD,0.13250000
VOXELUSDT,0.40490000
COSBUSD,0.00517000
CTXCBUSD,0.11500000
FTMTRY,26.03000000
MANABNB,0.00155000
MINATRY,44.45000000
XTZTRY,29.03000000
HIGHBTC,0.00003385
HIGHBUSD,1.42100000
HIGHUSDT,2.31200000
CVXBTC,0.00008550
CVXBUSD,2.59700000
CVXUSDT,5.04900000
PEOPLEBTC,0.00000070
PEOPLEBUSD,0.00950000
PEOPLEUSDT,0.04815000
OOKIBUSD,0.00162900
OOKIUSDT,0.00301400
COCOSTRY,36.66000000
GXSBNB,0.00453800
LINKBNB,0.04112000
LUNAETH,0.00000003
MDTBUSD,0.04578000
NULSBUSD,0.17850000
SPELLBTC,0.00000012
SPELLUSDT,0.00135200
SPELLBUSD,0.00039730
USTBTC,0.00002476
USTBUSD,0.06762946
USTUSDT,0.24577900
JOEBTC,0.00000846
JOEBUSD,0.21880000
JOEUSDT,0.57840000
ATOMETH,0.00352200
DUSKBUSD,0.14310000
EGLDETH,0.01761000
ICPETH,0.00389400
LUNABRL,0.00030000
LUNAUST,0.00004900
NEARETH,0.00157500
ROSEBNB,0.00015340
VOXELETH,0.00020220
ALICEBNB,0.00524000
ATOMTRY,453.50000000
ETHUST,8239.72000000
GALAAUD,0.03960000
LRCBNB,0.00083900
ONEETH,0.00000617
OOKIBNB,0.00001491
ACHBTC,0.00000050
ACHBUSD,0.01646000
ACHUSDT,0.03374000
IMXBTC,0.00005098
IMXBUSD,0.65080000
IMXUSDT,3.48990000
GLMRBTC,0.00000724
GLMRBUSD,0.20650000
GLMRUSDT,0.49590000
ATOMBIDR,307866.00
DYDXETH,0.00159100
FARMETH,0.03152000
FORBNB,0.00009710
ICPTRY,501.80000000
JASMYETH,0.00000302
LINABNB,0.00007811
OOKIETH,0.00000251
ROSEETH,0.00004514
UMABUSD,1.32700000
UNIETH,0.00366300
XTZETH,0.00044000
LOKABTC,0.00000630
LOKABNB,0.00104270
LOKABUSD,0.18490000
LOKAUSDT,0.43110000
ATOMBRL,66.35000000
BNBUST,1129.30000000
CRVETH,0.00020780
HIGHBNB,0.00455700
NEARRUB,183.40000000
ROSETRY,5.82800000
SCRTUSDT,0.69710000
API3BTC,0.00005732
API3BUSD,1.00000000
API3USDT,3.92500000
BTTCUSDT,0.00000180
BTTCUSDC,0.00000078
BTTCTRY,0.00005905
ACABTC,0.00000198
ACABUSD,0.04640000
ACAUSDT,0.13540000
ANCBTC,0.00000186
ANCBUSD,0.02872000
ANCUSDT,0.03151000
BDOTDOT,0.99820000
XNOBTC,0.00002278
XNOETH,0.00050170
XNOBUSD,0.66300000
XNOUSDT,1.56100000
COSTRY,0.27770000
KAVAETH,0.00030660
MCBNB,0.00069800
ONETRY,1.17900000
WOOBTC,0.00000876
WOOBNB,0.00114100
WOOBUSD,0.16450000
WOOUSDT,0.59950000
CELRETH,0.00000789
PEOPLEBNB,0.00004675
SLPBNB,0.00000884
SPELLBNB,0.00000404
SPELLTRY,0.04434000
TFUELBUSD,0.04390000
AXSTRY,406.40000000
DARTRY,8.06000000
NEARTRY,201.45000000
IDEXBNB,0.00019820
ALPINEEUR,2.19600000
ALPINETRY,86.36000000
ALPINEUSDT,2.63200000
ALPINEBTC,0.00003834
TUSDT,0.03577000
TBUSD,0.02312000
API3BNB,0.00533000
BETAETH,0.00003349
INJTRY,1355.80000000
TLMBNB,0.00010990
ASTRBUSD,0.05000000
ASTRUSDT,0.15450000
API3TRY,128.73000000
GLMRBNB,0.00102100
MBOXTRY,18.22000000
NBTBIDR,39.10
NBTUSDT,0.00252000
GMTBTC,0.00000471
GMTBNB,0.00076900
GMTBUSD,0.22700000
GMTUSDT,0.32200000
ANCBNB,0.00012880
ATOMEUR,12.63100000
GALAEUR,0.04933000
KSMETH,0.02114000
UMATRY,158.09000000
KDABTC,0.00002533
KDABUSD,0.42000000
KDAUSDT,1.73600000
APEUSDT,2.34100000
APEBUSD,1.42300000
APEBTC,0.00003434
ALPINEBUSD,1.74900000
LUNAGBP,0.00005000
NEAREUR,5.62700000
TWTTRY,50.67000000
WAVESEUR,1.35400000
APEEUR,1.50800000
APEGBP,3.30500000
APETRY,76.83000000
BSWUSDT,0.15030000
BSWBUSD,0.06700000
BSWBNB,0.00029870
APEBNB,0.00527700
GMTBRL,1.32500000
GMTETH,0.00010150
JASMYTRY,0.74720000
SANTOSBUSD,2.91700000
APEAUD,4.07200000
BIFIUSDT,420.60000000
GMTEUR,0.29540000
IMXBNB,0.00236200
RUNEETH,0.00191230
AVAXGBP,14.18000000
MULTIBTC,0.00003673
MULTIBUSD,2.09700000
MULTIUSDT,0.83400000
APEETH,0.00059530
BSWETH,0.00013660
FILTRY,369.76000000
FTMEUR,0.72570000
GMTGBP,0.21070000
ZILTRY,1.16770000
GMTTRY,10.57000000
WAVESTRY,110.94000000
BTCUST,121179.88000000
ASTRBTC,0.00000226
ASTRETH,0.00003108
BSWTRY,4.92700000
FTTETH,0.00114100
FUNBNB,0.00001888
PORTOBUSD,1.75700000
STEEMUSDT,0.33860000
ZILEUR,0.02063000
APEBRL,22.16000000
AUDIOTRY,10.43300000
BTTCBUSD,0.00000045
GMTAUD,0.56950000
MBLBUSD,0.00265800
MOBUSDT,0.41400000
MOBBUSD,0.55000000
MOBBTC,0.00000604
NEXOUSDT,1.44600000
NEXOBUSD,0.62700000
NEXOBTC,0.00002113
REIUSDT,0.05076000
REIBNB,0.00008210
REIETH,0.00001928
GALUSDT,3.98600000
GALBUSD,1.35100000
GALBNB,0.00489300
GALBTC,0.00005847
JASMYEUR,0.00456800
KNCBNB,0.00255000
SHIBGBP,0.00000696
GALEUR,0.99500000
GALTRY,130.75000000
LDOBUSD,1.74400000
LDOUSDT,3.42000000
LDOBTC,0.00004998
ENSTRY,830.50000000
DAREUR,0.12133000
DARETH,0.00010140
ALGOETH,0.00007037
ALGOTRY,9.04300000
GALETH,0.00076200
EPXUSDT,0.00042270
EPXBUSD,0.00016980
RUNETRY,31.38000000
GALBRL,8.68000000
STEEMBUSD,0.18470000
CVCBUSD,0.06880000
REIBUSD,0.03079000
DREPBUSD,0.25360000
AKROBUSD,0.00618000
PUNDIXBUSD,0.33360000
LUNCBUSD,0.00017100
USTCBUSD,0.01326580
